"job_id","job_title","salary_usd","salary_currency","experience_level","employment_type","company_location","company_size","employee_residence","remote_ratio","required_skills","education_required","years_experience","industry","posting_date","application_deadline","job_description_length","benefits_score","company_name"
"AI06907","Robotics Engineer","78557","USD","EN","CT","United States","S","United States","50","Computer Vision, Git, Java, Kubernetes","PhD","0","Consulting","2024-02-01","2024-03-21","1148","9.0","Advanced Robotics"
"AI06936","Research Scientist","254532","USD","EX","FL","United States","L","United States","100","Git, Deep Learning, Tableau, Docker, GCP","Associate","13","Transportation","2024-05-09","2024-06-18","1752","9.8","Advanced Robotics"
"AI06949","Autonomous Systems Engineer","145735","USD","MI","FL","United States","L","United States","0","Data Visualization, Docker, Python, MLOps, Linux","Master","2","Education","2024-03-24","2024-05-26","867","6.7","AI Innovations"
"AI06976","AI Consultant","134033","USD","MI","PT","United States","L","France","100","PyTorch, TensorFlow, Computer Vision","PhD","3","Technology","2025-03-19","2025-05-26","2493","5.9","Future Systems"
"AI06986","Principal Data Scientist","123565","USD","SE","FL","United States","M","United States","100","R, NLP, Tableau, MLOps, Deep Learning","PhD","7","Automotive","2025-04-25","2025-05-15","1262","6.0","DataVision Ltd"
"AI07045","AI Research Scientist","131033","USD","SE","FT","United States","S","United States","100","AWS, R, Scala, Git","Master","6","Transportation","2024-08-18","2024-09-17","2279","6.2","TechCorp Inc"
"AI07083","AI Product Manager","202653","USD","SE","FT","United States","L","United States","50","PyTorch, Scala, Java","Master","6","Retail","2024-11-27","2025-01-24","1653","6.0","Advanced Robotics"
"AI07086","Machine Learning Engineer","87965","USD","EN","FT","United States","L","United States","0","Java, R, Mathematics","Bachelor","0","Gaming","2025-04-17","2025-05-18","1600","8.4","Autonomous Tech"
"AI07100","AI Specialist","191955","USD","EX","FL","United States","S","United States","100","R, Statistics, Kubernetes, Scala, Computer Vision","PhD","12","Government","2024-10-11","2024-12-23","2057","6.7","AI Innovations"
"AI07105","AI Consultant","80026","USD","EN","FT","United States","L","United States","0","PyTorch, TensorFlow, Kubernetes, R","Master","1","Telecommunications","2025-03-31","2025-05-20","2214","9.6","Advanced Robotics"
"AI07143","NLP Engineer","156521","USD","SE","PT","United States","L","Sweden","100","SQL, PyTorch, Tableau, Kubernetes","Associate","8","Finance","2025-01-18","2025-02-05","1214","9.5","Future Systems"
"AI07145","Robotics Engineer","223297","USD","EX","PT","United States","L","South Korea","50","Python, TensorFlow, Computer Vision","Bachelor","15","Energy","2024-06-09","2024-08-20","2018","8.1","DataVision Ltd"
"AI07156","AI Architect","295466","USD","EX","PT","United States","M","United States","50","Data Visualization, SQL, Java, Docker","PhD","11","Manufacturing","2025-01-10","2025-02-12","2110","5.3","TechCorp Inc"
"AI07177","Data Engineer","139759","USD","SE","PT","United States","M","United States","0","Azure, Python, Statistics, Git","Associate","6","Manufacturing","2024-05-01","2024-05-17","526","9.5","DataVision Ltd"
"AI07191","AI Specialist","101929","USD","EN","CT","United States","L","United States","0","Git, Docker, SQL, R","Master","1","Healthcare","2024-02-23","2024-04-02","1201","7.4","Algorithmic Solutions"
"AI07207","Deep Learning Engineer","74870","USD","EN","FL","United States","M","United States","0","NLP, Data Visualization, Python, Docker","Master","1","Transportation","2024-06-13","2024-08-10","859","5.8","Predictive Systems"
"AI07217","AI Product Manager","129684","USD","SE","FL","United States","M","United States","0","NLP, Linux, Python","Master","6","Transportation","2024-08-25","2024-10-23","1206","6.6","Digital Transformation LLC"
"AI07229","AI Architect","70238","USD","EN","FL","United States","S","Switzerland","100","Data Visualization, PyTorch, TensorFlow, Python","Master","1","Technology","2024-08-05","2024-09-14","2112","9.2","Predictive Systems"
"AI07270","Computer Vision Engineer","242002","USD","EX","CT","United States","M","Singapore","50","AWS, Data Visualization, SQL","Bachelor","17","Healthcare","2025-02-14","2025-03-02","587","9.8","TechCorp Inc"
"AI07382","Machine Learning Researcher","167633","USD","SE","FL","United States","M","Norway","100","Java, R, GCP, Azure, SQL","PhD","5","Finance","2024-02-11","2024-04-14","2031","6.2","DataVision Ltd"
"AI07398","Data Scientist","100893","USD","EN","PT","United States","L","United Kingdom","0","Deep Learning, SQL, Spark, Java, Kubernetes","Bachelor","1","Education","2024-06-04","2024-08-15","2080","9.2","Quantum Computing Inc"
"AI07404","Data Engineer","235948","USD","EX","FL","United States","M","United States","0","Spark, Python, Scala, Kubernetes","Bachelor","19","Automotive","2024-07-10","2024-09-15","1273","9.2","Cloud AI Solutions"
"AI07426","Deep Learning Engineer","271783","USD","EX","FL","United States","L","China","50","Scala, PyTorch, Tableau","Associate","10","Retail","2024-09-25","2024-11-10","1966","9.7","Future Systems"
"AI07433","Research Scientist","105608","USD","MI","FL","United States","L","United States","50","Spark, Scala, MLOps, Kubernetes, Git","Master","4","Finance","2025-02-19","2025-03-09","688","6.7","Autonomous Tech"
"AI07454","Head of AI","155430","USD","SE","CT","United States","L","United States","50","R, Linux, TensorFlow, Deep Learning","Associate","6","Consulting","2024-07-19","2024-08-02","2111","5.5","Digital Transformation LLC"
"AI07458","Data Analyst","178054","USD","SE","PT","United States","L","United States","0","Kubernetes, AWS, Deep Learning","Master","8","Technology","2024-10-09","2024-11-29","1395","6.3","Future Systems"
"AI07466","Head of AI","88025","USD","MI","CT","United States","M","United States","50","Spark, SQL, NLP, Python","Bachelor","4","Transportation","2025-02-25","2025-03-23","508","6.8","Cloud AI Solutions"
"AI07560","AI Consultant","213258","USD","EX","FL","United States","S","United States","100","R, SQL, Java","Master","13","Technology","2024-06-02","2024-06-22","1130","6.0","Cloud AI Solutions"
"AI07567","AI Research Scientist","101191","USD","MI","CT","United States","S","United States","0","GCP, Java, NLP, Computer Vision","PhD","3","Automotive","2024-11-24","2025-02-05","706","9.9","Future Systems"
"AI07599","Research Scientist","105448","USD","MI","CT","United States","S","United States","100","Data Visualization, Linux, Python","Associate","2","Manufacturing","2024-05-25","2024-07-09","1977","7.4","Autonomous Tech"
"AI07600","Autonomous Systems Engineer","85149","USD","EN","CT","United States","M","United States","50","Computer Vision, SQL, PyTorch, MLOps, Deep Learning","Bachelor","0","Energy","2024-12-06","2024-12-30","1854","5.6","Quantum Computing Inc"
"AI07604","AI Software Engineer","128048","USD","SE","FT","United States","M","Austria","50","Python, Docker, Linux, PyTorch","Master","9","Real Estate","2024-01-26","2024-02-25","1655","9.9","Digital Transformation LLC"
"AI07607","Data Scientist","128240","USD","MI","CT","United States","L","Finland","50","Scala, Deep Learning, Kubernetes, GCP, Azure","Master","2","Healthcare","2024-06-08","2024-07-22","585","5.6","Autonomous Tech"
"AI07614","Head of AI","85456","USD","EN","PT","United States","L","Austria","0","Spark, NLP, SQL, Scala, Kubernetes","Master","1","Education","2024-08-02","2024-08-19","718","5.7","TechCorp Inc"
"AI07625","AI Software Engineer","103217","USD","EN","FT","United States","L","Netherlands","0","Python, TensorFlow, Docker, PyTorch","Associate","0","Transportation","2024-12-24","2025-01-28","1966","6.2","Digital Transformation LLC"
"AI07629","Data Analyst","105534","USD","EN","FL","United States","L","United States","0","Azure, Statistics, TensorFlow","Bachelor","1","Automotive","2024-01-06","2024-02-24","1554","8.8","Cloud AI Solutions"
"AI07632","Autonomous Systems Engineer","138714","USD","SE","FL","United States","M","Switzerland","100","Spark, Deep Learning, SQL, Tableau","Associate","9","Manufacturing","2024-11-03","2024-12-03","1023","7.5","Quantum Computing Inc"
"AI07664","Robotics Engineer","67848","USD","EN","CT","United States","S","United States","50","AWS, Hadoop, Python","Bachelor","1","Healthcare","2025-03-28","2025-04-27","993","6.8","AI Innovations"
"AI07674","NLP Engineer","135921","USD","SE","FT","United States","S","United States","100","Docker, Spark, Kubernetes, SQL","Master","6","Retail","2024-01-29","2024-03-29","877","8.5","Cognitive Computing"
"AI07728","Machine Learning Engineer","143497","USD","SE","FL","United States","M","United States","50","SQL, TensorFlow, Hadoop, Scala","PhD","5","Technology","2024-08-28","2024-09-26","1933","8.3","Autonomous Tech"
"AI07730","AI Research Scientist","198149","USD","EX","FL","United States","L","United States","50","Mathematics, NLP, MLOps, GCP, Deep Learning","Bachelor","19","Consulting","2024-01-30","2024-02-20","1195","8.0","Neural Networks Co"
"AI07737","AI Product Manager","196089","USD","EX","CT","United States","M","Finland","50","AWS, Git, Computer Vision, NLP","PhD","12","Technology","2024-07-02","2024-07-29","2333","7.8","Cognitive Computing"
"AI07754","Data Analyst","188300","USD","SE","CT","United States","L","United States","0","Kubernetes, Linux, SQL, Computer Vision","PhD","7","Energy","2024-05-22","2024-06-28","1659","6.3","Quantum Computing Inc"
"AI07757","AI Consultant","112582","USD","MI","FL","United States","S","United States","0","Python, R, NLP, Computer Vision, MLOps","Master","2","Finance","2025-03-01","2025-05-02","666","6.8","Neural Networks Co"
"AI07769","Computer Vision Engineer","124958","USD","MI","FT","United States","L","United States","100","Computer Vision, PyTorch, TensorFlow","Bachelor","3","Healthcare","2024-06-04","2024-08-14","636","6.7","Predictive Systems"
"AI07795","Data Engineer","127768","USD","MI","FT","United States","L","South Korea","100","Git, Python, Mathematics","Bachelor","4","Transportation","2024-01-03","2024-02-11","1951","8.6","Cognitive Computing"
"AI07836","AI Specialist","86860","USD","EN","FL","United States","L","United States","0","Spark, NLP, Data Visualization, R","Bachelor","0","Automotive","2024-08-25","2024-10-22","505","5.6","Autonomous Tech"
"AI07840","AI Specialist","200644","USD","EX","FL","United States","S","Denmark","0","Spark, Azure, Computer Vision","PhD","13","Gaming","2024-04-01","2024-06-03","1205","9.2","Cognitive Computing"
"AI07858","Autonomous Systems Engineer","108752","USD","MI","FT","United States","L","United States","100","Hadoop, Python, MLOps","PhD","3","Transportation","2024-08-21","2024-09-09","1949","6.2","Autonomous Tech"
"AI07863","AI Software Engineer","200943","USD","EX","FT","United States","M","Canada","0","GCP, Linux, Tableau, AWS, NLP","Master","10","Finance","2025-03-29","2025-05-31","533","5.6","Cognitive Computing"
"AI07877","Head of AI","70667","USD","EN","CT","United States","S","United States","100","Scala, Linux, Python, MLOps, Docker","Associate","1","Consulting","2024-11-28","2025-02-02","2198","7.1","Advanced Robotics"
"AI07883","Robotics Engineer","163837","USD","EX","CT","United States","S","United States","50","NLP, Spark, Python, Java","Bachelor","11","Finance","2024-05-27","2024-08-03","1156","6.3","Quantum Computing Inc"
"AI07886","Data Analyst","91469","USD","MI","CT","United States","M","United States","0","Azure, MLOps, Python, Computer Vision","PhD","4","Education","2024-06-20","2024-07-09","2187","8.2","Cloud AI Solutions"
"AI07903","Principal Data Scientist","131026","USD","SE","CT","United States","S","Austria","0","Spark, Linux, Scala","PhD","8","Education","2024-08-28","2024-10-07","1606","7.2","Advanced Robotics"
"AI07939","AI Software Engineer","99582","USD","MI","FL","United States","S","United States","100","Spark, PyTorch, TensorFlow, SQL, AWS","Associate","2","Manufacturing","2025-02-23","2025-03-28","2185","8.5","Future Systems"
"AI08079","AI Research Scientist","161789","USD","SE","CT","United States","M","Japan","50","Python, Linux, TensorFlow","PhD","8","Consulting","2024-10-13","2024-11-01","598","8.5","Predictive Systems"
"AI08091","Research Scientist","95420","USD","MI","FL","United States","M","Austria","0","Computer Vision, Linux, Python","Associate","3","Telecommunications","2024-10-26","2024-11-28","1303","6.3","Future Systems"
"AI08105","Data Scientist","242800","USD","EX","FT","United States","L","United States","50","AWS, Python, Hadoop, Azure, Scala","PhD","19","Government","2024-12-07","2025-02-08","2264","9.2","Future Systems"
"AI08141","Head of AI","163845","USD","SE","PT","United States","M","Singapore","0","MLOps, Computer Vision, Java, Python, TensorFlow","Master","5","Healthcare","2025-01-31","2025-04-08","619","8.6","Autonomous Tech"
"AI08142","Head of AI","333453","USD","EX","FL","United States","L","South Korea","100","Spark, GCP, SQL, R, Data Visualization","Master","16","Retail","2024-01-23","2024-04-04","1336","6.5","Machine Intelligence Group"
"AI08144","Data Engineer","108792","USD","EN","FT","United States","L","United States","50","Python, Spark, Linux","PhD","1","Energy","2024-01-17","2024-03-28","998","6.5","DeepTech Ventures"
"AI08159","Research Scientist","196977","USD","SE","PT","United States","L","United States","50","SQL, PyTorch, Mathematics","Master","6","Finance","2024-03-26","2024-04-30","2232","9.2","Smart Analytics"
"AI08177","Autonomous Systems Engineer","85781","USD","MI","FT","United States","M","United States","0","Python, GCP, R, Mathematics","PhD","2","Media","2025-02-06","2025-03-23","1698","7.7","Cloud AI Solutions"
"AI08199","NLP Engineer","229837","USD","EX","FT","United States","M","United States","0","Azure, Java, GCP","Bachelor","16","Finance","2025-02-13","2025-04-12","1109","6.5","Advanced Robotics"
"AI08208","AI Consultant","137124","USD","SE","FL","United States","S","United States","0","Python, Java, Data Visualization","Master","6","Transportation","2024-11-06","2024-12-07","2241","9.7","DeepTech Ventures"
"AI08219","Machine Learning Researcher","79146","USD","EN","FT","United States","M","United States","50","GCP, R, Deep Learning","Bachelor","0","Technology","2024-09-27","2024-11-03","2442","9.6","Machine Intelligence Group"
"AI08224","AI Research Scientist","91766","USD","MI","PT","United States","S","United States","0","SQL, R, AWS, Scala","Bachelor","3","Media","2024-10-04","2024-12-12","1285","5.3","Smart Analytics"
"AI08234","Research Scientist","62960","USD","EN","FL","United States","M","United States","50","Hadoop, Python, Azure, Computer Vision","Master","0","Transportation","2024-05-07","2024-06-15","985","5.4","Smart Analytics"
"AI08249","AI Research Scientist","111829","USD","SE","FT","United States","S","United States","0","Python, Git, Mathematics, TensorFlow","Associate","8","Retail","2024-07-15","2024-09-11","2471","8.5","Advanced Robotics"
"AI08270","AI Product Manager","226237","USD","EX","CT","United States","L","Israel","50","Git, Linux, Python, Java","Associate","17","Media","2025-01-20","2025-02-03","1168","9.4","Digital Transformation LLC"
"AI08272","Data Scientist","206671","USD","SE","FT","United States","L","United States","0","GCP, Java, Deep Learning, Python","Bachelor","8","Media","2024-03-02","2024-04-10","2115","5.4","TechCorp Inc"
"AI08283","Deep Learning Engineer","149701","USD","EX","FT","United States","S","Norway","50","Java, GCP, Data Visualization","Master","12","Gaming","2025-04-25","2025-06-18","1790","5.7","Future Systems"
"AI08307","Robotics Engineer","147062","USD","SE","CT","United States","S","Sweden","0","Java, Scala, Git, Hadoop, Computer Vision","Master","6","Real Estate","2024-08-27","2024-10-21","1508","5.3","Predictive Systems"
"AI08320","ML Ops Engineer","91074","USD","EN","PT","United States","M","United States","50","R, Git, NLP","Associate","1","Healthcare","2024-05-06","2024-07-07","770","6.6","Advanced Robotics"
"AI08343","Head of AI","84874","USD","EN","FL","United States","L","United States","50","Python, Java, TensorFlow, SQL, GCP","Bachelor","0","Media","2024-03-20","2024-04-14","522","8.0","Predictive Systems"
"AI08346","Machine Learning Researcher","254546","USD","EX","FT","United States","M","United States","50","Data Visualization, Computer Vision, Deep Learning","Associate","17","Retail","2025-04-19","2025-05-14","2330","9.0","Cognitive Computing"
"AI08402","AI Specialist","73888","USD","EN","PT","United States","M","United States","100","Linux, Mathematics, Python","PhD","1","Gaming","2024-08-27","2024-09-17","1631","8.9","Digital Transformation LLC"
"AI08405","AI Architect","153245","USD","SE","FL","United States","M","United States","0","Docker, Tableau, SQL","PhD","5","Transportation","2024-07-20","2024-09-08","2030","9.2","TechCorp Inc"
"AI08455","Deep Learning Engineer","128834","USD","MI","FL","United States","M","United States","0","Kubernetes, PyTorch, R","Master","3","Energy","2024-08-04","2024-09-08","1668","5.1","DeepTech Ventures"
"AI08486","Deep Learning Engineer","251576","USD","EX","CT","United States","L","United States","100","Linux, Scala, NLP, Spark","PhD","10","Technology","2025-01-08","2025-03-12","2281","6.6","DataVision Ltd"
"AI08502","AI Specialist","165249","USD","SE","CT","United States","L","United States","50","Kubernetes, Statistics, Data Visualization, SQL","Associate","6","Automotive","2024-11-02","2025-01-04","586","9.7","Advanced Robotics"
"AI08521","Robotics Engineer","71226","USD","EN","FT","United States","S","United States","100","SQL, GCP, PyTorch","Associate","0","Government","2024-09-03","2024-10-09","2054","8.6","AI Innovations"
"AI08543","AI Consultant","157668","USD","SE","FL","United States","L","Norway","0","AWS, Spark, Azure","Master","7","Energy","2025-04-06","2025-06-01","2176","6.5","Autonomous Tech"
"AI08554","AI Software Engineer","82586","USD","EN","PT","United States","L","United States","0","Statistics, Kubernetes, GCP, Hadoop, Scala","PhD","0","Energy","2024-10-17","2024-12-15","778","9.8","DeepTech Ventures"
"AI08556","AI Specialist","92683","USD","MI","FT","United States","S","United States","50","AWS, Deep Learning, Statistics","Bachelor","3","Energy","2024-12-18","2025-01-23","2248","6.6","AI Innovations"
"AI08562","Computer Vision Engineer","205464","USD","EX","FT","United States","S","United States","0","TensorFlow, Kubernetes, Mathematics, Spark, R","Bachelor","16","Education","2025-04-29","2025-05-14","705","5.7","Advanced Robotics"
"AI08602","Principal Data Scientist","118751","USD","MI","CT","United States","M","France","100","R, Scala, PyTorch, GCP, SQL","Bachelor","3","Transportation","2025-01-30","2025-03-20","856","9.2","Quantum Computing Inc"
"AI08643","Data Analyst","88503","USD","EN","PT","United States","L","United States","50","SQL, Statistics, Deep Learning, PyTorch, Azure","Bachelor","1","Transportation","2025-04-25","2025-06-04","562","9.2","Advanced Robotics"
"AI08696","Research Scientist","158041","USD","SE","FL","United States","L","United States","50","AWS, NLP, Java, Data Visualization, PyTorch","Master","7","Education","2024-11-17","2025-01-03","1482","8.9","TechCorp Inc"
"AI08697","Principal Data Scientist","97247","USD","MI","FL","United States","S","United States","50","Statistics, MLOps, GCP, Git, Spark","Master","4","Media","2024-01-16","2024-03-25","513","5.3","Predictive Systems"
"AI08788","AI Architect","102471","USD","MI","CT","United States","M","United States","100","TensorFlow, Git, Spark","PhD","4","Telecommunications","2024-10-18","2024-11-16","850","6.9","Predictive Systems"
"AI08807","AI Software Engineer","262522","USD","EX","CT","United States","M","Switzerland","0","TensorFlow, Java, Data Visualization","Associate","17","Real Estate","2024-07-09","2024-08-19","827","8.4","Predictive Systems"
"AI08808","AI Software Engineer","182055","USD","SE","PT","United States","L","Germany","100","Hadoop, R, Tableau, MLOps, PyTorch","Master","9","Telecommunications","2024-01-21","2024-03-02","1306","5.4","AI Innovations"
"AI08836","AI Specialist","181422","USD","SE","FT","United States","L","United States","0","Scala, Git, AWS, Computer Vision, MLOps","Bachelor","9","Healthcare","2024-09-14","2024-10-05","1128","8.4","Machine Intelligence Group"
"AI08886","Research Scientist","72130","USD","EN","FL","United States","M","United States","100","R, Mathematics, Kubernetes","Associate","1","Telecommunications","2024-09-23","2024-11-20","2082","7.3","Autonomous Tech"
"AI08898","Autonomous Systems Engineer","161002","USD","SE","FL","United States","L","United States","50","Scala, Linux, Git, GCP","Bachelor","9","Real Estate","2025-02-14","2025-03-15","824","9.2","Cloud AI Solutions"
"AI08919","Data Engineer","147558","USD","SE","PT","United States","M","United States","50","Kubernetes, TensorFlow, Azure, AWS","PhD","6","Automotive","2025-02-26","2025-04-10","1068","9.9","DataVision Ltd"
"AI08942","NLP Engineer","114816","USD","MI","PT","United States","M","United States","50","Hadoop, Kubernetes, Data Visualization","Master","4","Telecommunications","2024-03-28","2024-05-11","1183","8.7","Machine Intelligence Group"
"AI08953","AI Research Scientist","93642","USD","EN","FT","United States","L","India","0","NLP, Python, Hadoop","Associate","0","Consulting","2024-05-11","2024-05-27","853","5.7","Machine Intelligence Group"
"AI08954","Computer Vision Engineer","165208","USD","SE","FT","United States","M","United States","50","MLOps, Python, Git, Computer Vision","Associate","8","Energy","2024-04-06","2024-05-17","881","7.3","Future Systems"
"AI08965","Principal Data Scientist","93535","USD","EN","FT","United States","L","United States","0","Python, Git, TensorFlow, Data Visualization, Kubernetes","Associate","1","Transportation","2025-02-18","2025-03-15","507","9.0","Predictive Systems"
"AI08972","AI Product Manager","122978","USD","MI","CT","United States","L","Singapore","0","Kubernetes, Linux, Python","Associate","3","Finance","2024-10-27","2024-11-21","627","5.7","AI Innovations"
"AI08985","Machine Learning Researcher","205814","USD","EX","FL","United States","S","United States","0","PyTorch, TensorFlow, NLP, Computer Vision, Azure","Master","16","Transportation","2024-09-05","2024-11-05","564","7.4","Algorithmic Solutions"
"AI08996","NLP Engineer","84304","USD","EN","FL","United States","S","Finland","100","R, SQL, Hadoop, Mathematics, Linux","Bachelor","1","Education","2024-08-27","2024-10-20","1639","5.2","AI Innovations"
"AI09008","Machine Learning Researcher","92066","USD","MI","PT","United States","M","United States","50","NLP, GCP, Computer Vision, Git, TensorFlow","Master","3","Real Estate","2024-06-08","2024-06-29","687","5.6","DeepTech Ventures"
"AI09036","Data Analyst","118123","USD","MI","PT","United States","M","United States","100","Linux, R, Computer Vision, Hadoop, Mathematics","Master","3","Retail","2024-11-18","2025-01-04","1002","5.6","Cloud AI Solutions"
"AI09068","Head of AI","343803","USD","EX","FL","United States","L","United States","50","Docker, Kubernetes, Git","Master","19","Government","2024-07-07","2024-09-16","636","9.5","Algorithmic Solutions"
"AI09093","Principal Data Scientist","252916","USD","EX","CT","United States","L","United States","100","PyTorch, Scala, GCP","Master","12","Consulting","2025-04-10","2025-05-17","1172","6.6","Cloud AI Solutions"
"AI09106","Deep Learning Engineer","129701","USD","MI","PT","United States","L","United States","100","Python, NLP, Spark","Associate","4","Telecommunications","2024-07-18","2024-09-01","1936","6.4","Cognitive Computing"
"AI09142","AI Consultant","77772","USD","MI","FL","United States","S","United States","0","GCP, Linux, Git","PhD","3","Healthcare","2024-12-21","2025-01-18","807","5.2","AI Innovations"
"AI09143","Head of AI","149281","USD","MI","CT","United States","L","United States","0","Kubernetes, Spark, MLOps","Associate","2","Government","2025-01-08","2025-03-10","1718","5.4","AI Innovations"
"AI09172","Head of AI","78857","USD","EN","PT","United States","S","United States","0","Azure, Hadoop, Python, TensorFlow","Master","1","Government","2024-01-09","2024-02-09","963","8.1","Neural Networks Co"
"AI09184","Data Analyst","77785","USD","EN","FT","United States","S","United States","50","Linux, SQL, Tableau","Bachelor","0","Manufacturing","2024-02-24","2024-03-23","2180","5.5","Predictive Systems"
"AI09199","AI Consultant","87393","USD","MI","FT","United States","M","United States","100","Kubernetes, Scala, Data Visualization, Tableau, Spark","Associate","2","Media","2025-04-24","2025-05-25","937","6.2","Predictive Systems"
"AI09214","AI Research Scientist","126294","USD","MI","FL","United States","L","United States","50","SQL, PyTorch, MLOps, Linux, Hadoop","PhD","4","Finance","2025-03-03","2025-04-14","1493","8.0","DeepTech Ventures"
"AI09226","Machine Learning Researcher","201093","USD","EX","CT","United States","S","Ireland","50","GCP, TensorFlow, Tableau","Associate","19","Transportation","2024-11-26","2025-01-24","1919","8.0","Digital Transformation LLC"
"AI09228","Research Scientist","86424","USD","EN","PT","United States","M","United States","0","NLP, AWS, Python, GCP, Kubernetes","Associate","1","Manufacturing","2024-07-17","2024-09-03","2115","5.5","TechCorp Inc"
"AI09249","Data Engineer","110342","USD","SE","PT","United States","S","United States","100","Deep Learning, R, SQL, Mathematics, NLP","Bachelor","8","Real Estate","2025-03-20","2025-04-05","2085","7.8","Future Systems"
"AI09257","Deep Learning Engineer","71649","USD","EN","FT","United States","L","France","0","Mathematics, SQL, Java, Statistics, Python","Bachelor","1","Retail","2024-04-21","2024-05-23","1829","7.7","TechCorp Inc"
"AI09288","Data Analyst","166659","USD","EX","FT","United States","M","United States","50","Linux, AWS, Deep Learning, Python","Associate","18","Consulting","2024-04-15","2024-05-12","1041","8.8","Digital Transformation LLC"
"AI09292","Data Engineer","93342","USD","MI","CT","United States","S","India","0","Azure, R, Scala, Tableau","Master","2","Government","2024-12-03","2025-01-25","2393","6.3","Neural Networks Co"
"AI09306","AI Consultant","128378","USD","SE","PT","United States","S","United States","50","Java, Python, Statistics, MLOps, Mathematics","Bachelor","7","Manufacturing","2025-02-18","2025-04-08","2044","6.5","TechCorp Inc"
"AI09314","Data Scientist","264666","USD","EX","FT","United States","S","United States","100","Git, Data Visualization, Hadoop","Associate","10","Finance","2024-04-18","2024-05-08","649","9.3","Autonomous Tech"
"AI09324","Deep Learning Engineer","68035","USD","EN","CT","United States","M","United States","50","Scala, SQL, MLOps, PyTorch","PhD","0","Manufacturing","2025-03-24","2025-05-22","2115","7.6","Algorithmic Solutions"
"AI09326","AI Product Manager","112827","USD","MI","PT","United States","S","United States","50","Scala, Tableau, Kubernetes","Master","2","Government","2024-04-23","2024-05-19","2123","7.8","Autonomous Tech"
"AI09354","Machine Learning Researcher","96605","USD","MI","CT","United States","M","United States","50","Data Visualization, AWS, Docker, Kubernetes","Bachelor","4","Transportation","2024-03-23","2024-04-30","1326","9.3","Cognitive Computing"
"AI09365","Data Scientist","65486","USD","EN","PT","United States","M","United States","0","AWS, GCP, SQL","Master","0","Transportation","2024-07-21","2024-08-24","869","9.6","Smart Analytics"
"AI09392","AI Specialist","81881","USD","EN","FL","United States","L","United States","0","Tableau, Statistics, Java, Scala, MLOps","Associate","1","Energy","2024-11-04","2024-12-05","796","8.8","TechCorp Inc"
"AI09424","AI Product Manager","88007","USD","MI","PT","United States","S","United States","100","SQL, Python, TensorFlow, Statistics, Git","Bachelor","2","Education","2024-03-31","2024-04-14","2274","7.4","Digital Transformation LLC"
"AI09432","Computer Vision Engineer","75675","USD","EN","FL","United States","L","United States","0","Python, Statistics, Spark","Master","0","Consulting","2024-09-19","2024-11-22","1640","5.4","Quantum Computing Inc"
"AI09446","Data Scientist","69639","USD","EN","FL","United States","L","Australia","50","Data Visualization, NLP, Tableau, SQL, Azure","Master","1","Energy","2024-02-04","2024-02-26","739","6.7","Digital Transformation LLC"
"AI09447","Data Scientist","323188","USD","EX","PT","United States","L","United States","100","SQL, R, PyTorch","Bachelor","16","Automotive","2024-12-25","2025-02-22","1715","9.1","Cloud AI Solutions"
"AI09472","Data Engineer","89214","USD","MI","CT","United States","M","United States","100","NLP, Azure, Data Visualization","Bachelor","4","Consulting","2024-04-06","2024-05-16","2459","8.6","DataVision Ltd"
"AI09503","AI Product Manager","71737","USD","EN","CT","United States","S","United States","50","Mathematics, R, Hadoop","Associate","1","Manufacturing","2025-04-22","2025-05-15","1041","7.9","Neural Networks Co"
"AI09524","Data Analyst","89120","USD","MI","PT","United States","M","United States","0","NLP, SQL, MLOps, Data Visualization","PhD","4","Manufacturing","2024-12-16","2025-01-19","1157","6.6","Neural Networks Co"
"AI09549","AI Consultant","113790","USD","MI","FT","United States","L","United States","0","Kubernetes, Data Visualization, Deep Learning, PyTorch","Associate","2","Real Estate","2024-03-12","2024-04-26","653","7.8","Autonomous Tech"
"AI09562","AI Research Scientist","175456","USD","EX","FL","United States","S","Netherlands","100","AWS, Hadoop, PyTorch","Associate","19","Automotive","2024-10-07","2024-11-04","2435","7.8","Advanced Robotics"
"AI09584","Data Engineer","64652","USD","EN","PT","United States","M","United States","0","Linux, Kubernetes, Mathematics","PhD","0","Education","2024-01-25","2024-02-21","760","5.1","Machine Intelligence Group"
"AI09626","AI Consultant","150491","USD","SE","FT","United States","L","United States","100","Data Visualization, Java, Tableau, SQL","Master","7","Media","2024-07-12","2024-08-15","1169","6.4","Future Systems"
"AI09692","AI Software Engineer","281132","USD","EX","PT","United States","M","United States","100","GCP, Mathematics, Deep Learning","Bachelor","17","Retail","2024-06-28","2024-08-25","500","9.2","AI Innovations"
"AI09714","Head of AI","272950","USD","EX","PT","United States","L","United States","100","Deep Learning, Spark, MLOps, Docker, Java","Associate","17","Government","2024-09-25","2024-10-31","1386","7.6","Autonomous Tech"
"AI09750","Data Scientist","175391","USD","SE","CT","United States","M","United States","50","Azure, Kubernetes, MLOps, GCP, PyTorch","PhD","7","Telecommunications","2024-12-02","2025-01-25","1821","9.7","AI Innovations"
"AI09781","Principal Data Scientist","79383","USD","EN","FT","United States","L","United States","50","Hadoop, Data Visualization, SQL, R, Azure","Bachelor","0","Retail","2024-12-22","2025-01-09","1200","8.5","Quantum Computing Inc"
